index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,currency_map,Revenue,Transaction_Type
403,536404,84380,"SET OF 3 BUTTERFLY COOKIE CUTTERS",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
404,536404,84378,"SET OF 3 HEART COOKIE CUTTERS",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
405,536404,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",12,"12/1/2010 11:29",2.1,16218,"United Kingdom",£,25.200000000000003,Sales
406,536404,21213,"PACK OF 72 SKULL CAKE CASES",24,"12/1/2010 11:29",0.55,16218,"United Kingdom",£,13.200000000000001,Sales
407,536404,22417,"PACK OF 60 SPACEBOY CAKE CASES",24,"12/1/2010 11:29",0.55,16218,"United Kingdom",£,13.200000000000001,Sales
408,536404,21212,"PACK OF 72 RETROSPOT CAKE CASES",24,"12/1/2010 11:29",0.55,16218,"United Kingdom",£,13.200000000000001,Sales
409,536404,84992,"72 SWEETHEART FAIRY CAKE CASES",24,"12/1/2010 11:29",0.55,16218,"United Kingdom",£,13.200000000000001,Sales
410,536404,21975,"PACK OF 60 DINOSAUR CAKE CASES",24,"12/1/2010 11:29",0.55,16218,"United Kingdom",£,13.200000000000001,Sales
411,536404,22383,"LUNCH BAG SUKI  DESIGN ",10,"12/1/2010 11:29",1.65,16218,"United Kingdom",£,16.5,Sales
412,536404,20728,"LUNCH BAG CARS BLUE",10,"12/1/2010 11:29",1.65,16218,"United Kingdom",£,16.5,Sales
413,536404,20727,"LUNCH BAG  BLACK SKULL.",10,"12/1/2010 11:29",1.65,16218,"United Kingdom",£,16.5,Sales
414,536404,22296,"HEART IVORY TRELLIS LARGE",24,"12/1/2010 11:29",1.65,16218,"United Kingdom",£,39.599999999999994,Sales
415,536405,20914,"SET/5 RED RETROSPOT LID GLASS BOWLS",128,"12/1/2010 11:32",2.55,14045,"United Kingdom",£,326.4,Sales
416,536406,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",8,"12/1/2010 11:33",2.55,17850,"United Kingdom",£,20.4,Sales
417,536406,71053,"WHITE METAL LANTERN",8,"12/1/2010 11:33",3.39,17850,"United Kingdom",£,27.12,Sales
418,536406,84406B,"CREAM CUPID HEARTS COAT HANGER",8,"12/1/2010 11:33",2.75,17850,"United Kingdom",£,22,Sales
419,536406,20679,"EDWARDIAN PARASOL RED",6,"12/1/2010 11:33",4.95,17850,"United Kingdom",£,29.700000000000003,Sales
420,536406,37370,"RETRO COFFEE MUGS ASSORTED",6,"12/1/2010 11:33",1.06,17850,"United Kingdom",£,6.36,Sales
421,536406,21871,"SAVE THE PLANET MUG",6,"12/1/2010 11:33",1.06,17850,"United Kingdom",£,6.36,Sales
422,536406,21071,"VINTAGE BILLBOARD DRINK ME MUG",6,"12/1/2010 11:33",1.06,17850,"United Kingdom",£,6.36,Sales
423,536406,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",6,"12/1/2010 11:33",1.06,17850,"United Kingdom",£,6.36,Sales
424,536406,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",4,"12/1/2010 11:33",4.95,17850,"United Kingdom",£,19.8,Sales
425,536406,82486,"WOOD S/3 CABINET ANT WHITE FINISH",4,"12/1/2010 11:33",6.95,17850,"United Kingdom",£,27.8,Sales
426,536406,82482,"WOODEN PICTURE FRAME WHITE FINISH",6,"12/1/2010 11:33",2.1,17850,"United Kingdom",£,12.600000000000001,Sales
427,536406,82494L,"WOODEN FRAME ANTIQUE WHITE ",6,"12/1/2010 11:33",2.55,17850,"United Kingdom",£,15.299999999999999,Sales
428,536406,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",6,"12/1/2010 11:33",3.39,17850,"United Kingdom",£,20.34,Sales
429,536406,84029E,"RED WOOLLY HOTTIE WHITE HEART.",6,"12/1/2010 11:33",3.39,17850,"United Kingdom",£,20.34,Sales
430,536406,22752,"SET 7 BABUSHKA NESTING BOXES",2,"12/1/2010 11:33",7.65,17850,"United Kingdom",£,15.3,Sales
431,536406,22803,"IVORY EMBROIDERED QUILT ",2,"12/1/2010 11:33",35.75,17850,"United Kingdom",£,71.5,Sales
432,536406,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",6,"12/1/2010 11:33",4.25,17850,"United Kingdom",£,25.5,Sales
433,536407,22632,"HAND WARMER RED POLKA DOT",6,"12/1/2010 11:34",1.85,17850,"United Kingdom",£,11.100000000000001,Sales
434,536407,22633,"HAND WARMER UNION JACK",6,"12/1/2010 11:34",1.85,17850,"United Kingdom",£,11.100000000000001,Sales
435,536408,22537,"MAGIC DRAWING SLATE DINOSAUR",24,"12/1/2010 11:41",0.42,14307,"United Kingdom",£,10.08,Sales
436,536408,22533,"MAGIC DRAWING SLATE BAKE A CAKE ",24,"12/1/2010 11:41",0.42,14307,"United Kingdom",£,10.08,Sales
437,536408,20982,"12 PENCILS TALL TUBE SKULLS",12,"12/1/2010 11:41",0.85,14307,"United Kingdom",£,10.2,Sales
438,536408,21832,"CHOCOLATE CALCULATOR",12,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,19.799999999999997,Sales
439,536408,21915,"RED  HARMONICA IN BOX ",12,"12/1/2010 11:41",1.25,14307,"United Kingdom",£,15,Sales
440,536408,21914,"BLUE HARMONICA IN BOX ",12,"12/1/2010 11:41",1.25,14307,"United Kingdom",£,15,Sales
441,536408,21544,"SKULLS  WATER TRANSFER TATTOOS ",12,"12/1/2010 11:41",0.85,14307,"United Kingdom",£,10.2,Sales
442,536408,22813,"PACK 3 BOXES BIRD PANNETONE ",12,"12/1/2010 11:41",1.95,14307,"United Kingdom",£,23.4,Sales
443,536408,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",4,"12/1/2010 11:41",3.95,14307,"United Kingdom",£,15.8,Sales
444,536408,84029E,"RED WOOLLY HOTTIE WHITE HEART.",4,"12/1/2010 11:41",3.75,14307,"United Kingdom",£,15,Sales
445,536408,21479,"WHITE SKULL HOT WATER BOTTLE ",4,"12/1/2010 11:41",3.75,14307,"United Kingdom",£,15,Sales
446,536408,22964,"3 PIECE SPACEBOY COOKIE CUTTER SET",6,"12/1/2010 11:41",2.1,14307,"United Kingdom",£,12.600000000000001,Sales
447,536408,84375,"SET OF 20 KIDS COOKIE CUTTERS",12,"12/1/2010 11:41",2.1,14307,"United Kingdom",£,25.200000000000003,Sales
448,536408,22418,"10 COLOUR SPACEBOY PEN",24,"12/1/2010 11:41",0.85,14307,"United Kingdom",£,20.4,Sales
449,536408,22178,"VICTORIAN GLASS HANGING T-LIGHT",12,"12/1/2010 11:41",1.25,14307,"United Kingdom",£,15,Sales
450,536408,84970L,"SINGLE HEART ZINC T-LIGHT HOLDER",12,"12/1/2010 11:41",0.95,14307,"United Kingdom",£,11.399999999999999,Sales
451,536408,21733,"RED HANGING HEART T-LIGHT HOLDER",6,"12/1/2010 11:41",2.95,14307,"United Kingdom",£,17.700000000000003,Sales
452,536408,22465,"HANGING METAL STAR LANTERN",12,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,19.799999999999997,Sales
453,536408,84949,"SILVER HANGING T-LIGHT HOLDER",6,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,9.899999999999999,Sales
454,536408,20685,"DOORMAT RED RETROSPOT",2,"12/1/2010 11:41",7.95,14307,"United Kingdom",£,15.9,Sales
455,536408,48194,"DOORMAT HEARTS",2,"12/1/2010 11:41",7.95,14307,"United Kingdom",£,15.9,Sales
456,536408,22488,"NATURAL SLATE RECTANGLE CHALKBOARD",12,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,19.799999999999997,Sales
457,536408,22219,"LOVEBIRD HANGING DECORATION WHITE ",12,"12/1/2010 11:41",0.85,14307,"United Kingdom",£,10.2,Sales
458,536408,84879,"ASSORTED COLOUR BIRD ORNAMENT",8,"12/1/2010 11:41",1.69,14307,"United Kingdom",£,13.52,Sales
459,536408,21754,"HOME BUILDING BLOCK WORD",3,"12/1/2010 11:41",5.95,14307,"United Kingdom",£,17.85,Sales
460,536408,21755,"LOVE BUILDING BLOCK WORD",3,"12/1/2010 11:41",5.95,14307,"United Kingdom",£,17.85,Sales
461,536408,22766,"PHOTO FRAME CORNICE",8,"12/1/2010 11:41",2.95,14307,"United Kingdom",£,23.6,Sales
462,536408,22610,"PENS ASSORTED FUNNY FACE",36,"12/1/2010 11:41",0.85,14307,"United Kingdom",£,30.599999999999998,Sales
463,536408,22716,"CARD CIRCUS PARADE",12,"12/1/2010 11:41",0.42,14307,"United Kingdom",£,5.04,Sales
464,536408,22706,"WRAP COWBOYS  ",25,"12/1/2010 11:41",0.42,14307,"United Kingdom",£,10.5,Sales
465,536408,22371,"AIRLINE BAG VINTAGE TOKYO 78",4,"12/1/2010 11:41",4.25,14307,"United Kingdom",£,17,Sales
466,536408,85014B,"RED RETROSPOT UMBRELLA",3,"12/1/2010 11:41",5.95,14307,"United Kingdom",£,17.85,Sales
467,536408,85014A,"BLACK/BLUE POLKADOT UMBRELLA",3,"12/1/2010 11:41",5.95,14307,"United Kingdom",£,17.85,Sales
468,536408,84997B,"RED 3 PIECE RETROSPOT CUTLERY SET",6,"12/1/2010 11:41",3.75,14307,"United Kingdom",£,22.5,Sales
469,536408,21212,"PACK OF 72 RETROSPOT CAKE CASES",24,"12/1/2010 11:41",0.55,14307,"United Kingdom",£,13.200000000000001,Sales
470,536408,21210,"SET OF 72 RETROSPOT PAPER  DOILIES",12,"12/1/2010 11:41",1.45,14307,"United Kingdom",£,17.4,Sales
471,536408,22914,"BLUE COAT RACK PARIS FASHION",3,"12/1/2010 11:41",4.95,14307,"United Kingdom",£,14.850000000000001,Sales
472,536408,22553,"PLASTERS IN TIN SKULLS",12,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,19.799999999999997,Sales
473,536408,16237,"SLEEPING CAT ERASERS",30,"12/1/2010 11:41",0.21,14307,"United Kingdom",£,6.3,Sales
474,536408,22714,"CARD BIRTHDAY COWBOY",12,"12/1/2010 11:41",0.42,14307,"United Kingdom",£,5.04,Sales
475,536408,22812,"PACK 3 BOXES CHRISTMAS PANNETONE",12,"12/1/2010 11:41",1.95,14307,"United Kingdom",£,23.4,Sales
476,536408,84347,"ROTATING SILVER ANGELS T-LIGHT HLDR",6,"12/1/2010 11:41",2.55,14307,"United Kingdom",£,15.299999999999999,Sales
477,536408,21587,"COSY HOUR GIANT TUBE MATCHES",12,"12/1/2010 11:41",2.55,14307,"United Kingdom",£,30.599999999999998,Sales
478,536408,22736,"RIBBON REEL MAKING SNOWMEN ",10,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,16.5,Sales
479,536408,22492,"MINI PAINT SET VINTAGE ",36,"12/1/2010 11:41",0.65,14307,"United Kingdom",£,23.400000000000002,Sales
480,536408,22620,"4 TRADITIONAL SPINNING TOPS",12,"12/1/2010 11:41",1.25,14307,"United Kingdom",£,15,Sales
481,536408,22619,"SET OF 6 SOLDIER SKITTLES",4,"12/1/2010 11:41",3.75,14307,"United Kingdom",£,15,Sales
482,536408,21705,"BAG 500g SWIRLY MARBLES",12,"12/1/2010 11:41",1.65,14307,"United Kingdom",£,19.799999999999997,Sales
483,536409,90199C,"5 STRAND GLASS NECKLACE CRYSTAL",3,"12/1/2010 11:45",6.35,17908,"United Kingdom",£,19.049999999999997,Sales
484,536409,21479,"WHITE SKULL HOT WATER BOTTLE ",1,"12/1/2010 11:45",3.75,17908,"United Kingdom",£,3.75,Sales
485,536409,22111,"SCOTTIE DOG HOT WATER BOTTLE",1,"12/1/2010 11:45",4.95,17908,"United Kingdom",£,4.95,Sales
486,536409,22785,"SQUARECUSHION COVER PINK UNION FLAG",1,"12/1/2010 11:45",6.75,17908,"United Kingdom",£,6.75,Sales
487,536409,22975,"SPACEBOY CHILDRENS EGG CUP",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
488,536409,22972,"CHILDREN'S SPACEBOY MUG",1,"12/1/2010 11:45",1.65,17908,"United Kingdom",£,1.65,Sales
489,536409,22866,"HAND WARMER SCOTTY DOG DESIGN",1,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,2.1,Sales
490,536409,22568,"FELTCRAFT CUSHION OWL",1,"12/1/2010 11:45",3.75,17908,"United Kingdom",£,3.75,Sales
491,536409,85116,"BLACK CANDELABRA T-LIGHT HOLDER",1,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,2.1,Sales
492,536409,22664,"TOY TIDY DOLLY GIRL DESIGN",1,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,2.1,Sales
493,536409,21609,"SET 12 LAVENDER  BOTANICAL T-LIGHTS",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
494,536409,21866,"UNION JACK FLAG LUGGAGE TAG",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
495,536409,20669,"RED HEART LUGGAGE TAG",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
496,536409,90129F,"RED GLASS TASSLE BAG CHARM",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
497,536409,90210B,"CLEAR ACRYLIC FACETED BANGLE",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
498,536409,90199C,"5 STRAND GLASS NECKLACE CRYSTAL",1,"12/1/2010 11:45",6.35,17908,"United Kingdom",£,6.35,Sales
499,536409,21955,"DOORMAT UNION JACK GUNS AND ROSES",1,"12/1/2010 11:45",7.95,17908,"United Kingdom",£,7.95,Sales
500,536409,72802C,"VANILLA SCENT CANDLE JEWELLED BOX",1,"12/1/2010 11:45",4.25,17908,"United Kingdom",£,4.25,Sales
501,536409,22109,"FULL ENGLISH BREAKFAST PLATE",1,"12/1/2010 11:45",3.75,17908,"United Kingdom",£,3.75,Sales
502,536409,85116,"BLACK CANDELABRA T-LIGHT HOLDER",5,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,10.5,Sales
503,536409,22531,"MAGIC DRAWING SLATE CIRCUS PARADE  ",1,"12/1/2010 11:45",0.42,17908,"United Kingdom",£,0.42,Sales
504,536409,21811,"CHRISTMAS HANGING HEART WITH BELL",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
505,536409,22183,"CAKE STAND VICTORIAN FILIGREE MED",1,"12/1/2010 11:45",6.75,17908,"United Kingdom",£,6.75,Sales
506,536409,21678,"PAISLEY PATTERN  STICKERS",6,"12/1/2010 11:45",0.85,17908,"United Kingdom",£,5.1,Sales
507,536409,21676,"FLOWERS  STICKERS",6,"12/1/2010 11:45",0.85,17908,"United Kingdom",£,5.1,Sales
508,536409,84625A,"PINK NEW BAROQUECANDLESTICK CANDLE",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
509,536409,84625C,"BLUE NEW BAROQUE CANDLESTICK CANDLE",3,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,8.850000000000001,Sales
510,536409,21931,"JUMBO STORAGE BAG SUKI",2,"12/1/2010 11:45",1.95,17908,"United Kingdom",£,3.9,Sales
511,536409,85169B,"BLACK LOVE BIRD CANDLE",12,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,15,Sales
512,536409,16238,"PARTY TIME PENCIL ERASERS",28,"12/1/2010 11:45",0.21,17908,"United Kingdom",£,5.88,Sales
513,536409,20668,"DISCO BALL CHRISTMAS DECORATION",24,"12/1/2010 11:45",0.12,17908,"United Kingdom",£,2.88,Sales
514,536409,84906,"PINK B'FLY C/COVER W BOBBLES",1,"12/1/2010 11:45",5.95,17908,"United Kingdom",£,5.95,Sales
515,536409,21867,"PINK UNION JACK  LUGGAGE TAG",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
516,536409,22075,"6 RIBBONS ELEGANT CHRISTMAS ",1,"12/1/2010 11:45",1.65,17908,"United Kingdom",£,1.65,Sales
517,536409,21866,"UNION JACK FLAG LUGGAGE TAG",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
518,536409,21326,"AGED GLASS SILVER T-LIGHT HOLDER",12,"12/1/2010 11:45",0.65,17908,"United Kingdom",£,7.800000000000001,Sales
519,536409,21065,"BOOM BOX SPEAKER GIRLS",1,"12/1/2010 11:45",5.95,17908,"United Kingdom",£,5.95,Sales
520,536409,22074,"6 RIBBONS SHIMMERING PINKS ",1,"12/1/2010 11:45",1.65,17908,"United Kingdom",£,1.65,Sales
521,536409,22900," SET 2 TEA TOWELS I LOVE LONDON ",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
522,536409,20713,"JUMBO BAG OWLS",1,"12/1/2010 11:45",1.95,17908,"United Kingdom",£,1.95,Sales
523,536409,20966,"SANDWICH BATH SPONGE",2,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,2.5,Sales
524,536409,21116,"OWL DOORSTOP",1,"12/1/2010 11:45",4.95,17908,"United Kingdom",£,4.95,Sales
525,536409,90199C,"5 STRAND GLASS NECKLACE CRYSTAL",2,"12/1/2010 11:45",6.35,17908,"United Kingdom",£,12.7,Sales
526,536409,22633,"HAND WARMER UNION JACK",1,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,2.1,Sales
527,536409,22866,"HAND WARMER SCOTTY DOG DESIGN",1,"12/1/2010 11:45",2.1,17908,"United Kingdom",£,2.1,Sales
528,536409,22198,"LARGE POPCORN HOLDER ",1,"12/1/2010 11:45",1.65,17908,"United Kingdom",£,1.65,Sales
529,536409,21824,"PAINTED METAL STAR WITH HOLLY BELLS",3,"12/1/2010 11:45",1.45,17908,"United Kingdom",£,4.35,Sales
530,536409,21823,"PAINTED METAL HEART WITH HOLLY BELL",3,"12/1/2010 11:45",1.45,17908,"United Kingdom",£,4.35,Sales
531,536409,22153,"ANGEL DECORATION STARS ON DRESS",6,"12/1/2010 11:45",0.42,17908,"United Kingdom",£,2.52,Sales
532,536409,22197,"SMALL POPCORN HOLDER",2,"12/1/2010 11:45",0.85,17908,"United Kingdom",£,1.7,Sales
533,536409,85099B,"JUMBO BAG RED RETROSPOT",2,"12/1/2010 11:45",1.95,17908,"United Kingdom",£,3.9,Sales
534,536409,85099F,"JUMBO BAG STRAWBERRY",1,"12/1/2010 11:45",1.95,17908,"United Kingdom",£,1.95,Sales
535,536409,20717,"STRAWBERRY SHOPPER BAG",1,"12/1/2010 11:45",1.25,17908,"United Kingdom",£,1.25,Sales
536,536409,20723,"STRAWBERRY CHARLOTTE BAG",1,"12/1/2010 11:45",0.85,17908,"United Kingdom",£,0.85,Sales
537,536409,22900," SET 2 TEA TOWELS I LOVE LONDON ",1,"12/1/2010 11:45",2.95,17908,"United Kingdom",£,2.95,Sales
538,536409,21980,"PACK OF 12 RED RETROSPOT TISSUES ",12,"12/1/2010 11:45",0.29,17908,"United Kingdom",£,3.4799999999999995,Sales
539,536409,22111,"SCOTTIE DOG HOT WATER BOTTLE",1,"12/1/2010 11:45",4.95,17908,"United Kingdom",£,4.95,Sales
540,536409,22112,"CHOCOLATE HOT WATER BOTTLE",1,"12/1/2010 11:45",4.95,17908,"United Kingdom",£,4.95,Sales
541,536412,20728,"LUNCH BAG CARS BLUE",3,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,4.949999999999999,Sales
542,536412,22382,"LUNCH BAG SPACEBOY DESIGN ",3,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,4.949999999999999,Sales
543,536412,22326,"ROUND SNACK BOXES SET OF4 WOODLAND ",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
544,536412,22662,"LUNCH BAG DOLLY GIRL DESIGN",4,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,6.6,Sales
545,536412,22383,"LUNCH BAG SUKI  DESIGN ",3,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,4.949999999999999,Sales
546,536412,20727,"LUNCH BAG  BLACK SKULL.",3,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,4.949999999999999,Sales
547,536412,22328,"ROUND SNACK BOXES SET OF 4 FRUITS ",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
548,536412,22327,"ROUND SNACK BOXES SET OF 4 SKULLS",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
549,536412,22630,"DOLLY GIRL LUNCH BOX",1,"12/1/2010 11:49",1.95,17920,"United Kingdom",£,1.95,Sales
550,536412,22629,"SPACEBOY LUNCH BOX ",1,"12/1/2010 11:49",1.95,17920,"United Kingdom",£,1.95,Sales
551,536412,21245,"GREEN POLKADOT PLATE ",1,"12/1/2010 11:49",1.69,17920,"United Kingdom",£,1.69,Sales
552,536412,21244,"BLUE POLKADOT PLATE ",1,"12/1/2010 11:49",1.69,17920,"United Kingdom",£,1.69,Sales
553,536412,21242,"RED RETROSPOT PLATE ",1,"12/1/2010 11:49",1.69,17920,"United Kingdom",£,1.69,Sales
554,536412,21243,"PINK  POLKADOT PLATE ",1,"12/1/2010 11:49",1.69,17920,"United Kingdom",£,1.69,Sales
555,536412,22327,"ROUND SNACK BOXES SET OF 4 SKULLS",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
556,536412,22273,"FELTCRAFT DOLL MOLLY",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
557,536412,22940,"FELTCRAFT CHRISTMAS FAIRY",3,"12/1/2010 11:49",4.25,17920,"United Kingdom",£,12.75,Sales
558,536412,22652,"TRAVEL SEWING KIT",5,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,8.25,Sales
559,536412,22759,"SET OF 3 NOTEBOOKS IN PARCEL",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
560,536412,21880,"RED RETROSPOT TAPE",10,"12/1/2010 11:49",0.65,17920,"United Kingdom",£,6.5,Sales
561,536412,21738,"COSY SLIPPER SHOES SMALL  RED ",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
562,536412,22077,"6 RIBBONS RUSTIC CHARM",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
563,536412,85049E,"SCANDINAVIAN REDS RIBBONS",3,"12/1/2010 11:49",1.25,17920,"United Kingdom",£,3.75,Sales
564,536412,22961,"JAM MAKING SET PRINTED",24,"12/1/2010 11:49",1.45,17920,"United Kingdom",£,34.8,Sales
565,536412,21448,"12 DAISY PEGS IN WOOD BOX",2,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,3.3,Sales
566,536412,22837,"HOT WATER BOTTLE BABUSHKA ",3,"12/1/2010 11:49",4.65,17920,"United Kingdom",£,13.950000000000001,Sales
567,536412,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",2,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,7.5,Sales
568,536412,22940,"FELTCRAFT CHRISTMAS FAIRY",1,"12/1/2010 11:49",4.25,17920,"United Kingdom",£,4.25,Sales
569,536412,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",1,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,3.75,Sales
570,536412,22077,"6 RIBBONS RUSTIC CHARM",2,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,3.3,Sales
571,536412,21738,"COSY SLIPPER SHOES SMALL  RED ",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
572,536412,85049E,"SCANDINAVIAN REDS RIBBONS",1,"12/1/2010 11:49",1.25,17920,"United Kingdom",£,1.25,Sales
573,536412,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",6,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,9.899999999999999,Sales
574,536412,22141,"CHRISTMAS CRAFT TREE TOP ANGEL",1,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,2.1,Sales
575,536412,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",2,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,4.2,Sales
576,536412,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",3,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,4.949999999999999,Sales
577,536412,22077,"6 RIBBONS RUSTIC CHARM",7,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,11.549999999999999,Sales
578,536412,21448,"12 DAISY PEGS IN WOOD BOX",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
579,536412,22759,"SET OF 3 NOTEBOOKS IN PARCEL",5,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,8.25,Sales
580,536412,22242,"5 HOOK HANGER MAGIC TOADSTOOL",5,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,8.25,Sales
581,536412,85049E,"SCANDINAVIAN REDS RIBBONS",12,"12/1/2010 11:49",1.25,17920,"United Kingdom",£,15,Sales
582,536412,21731,"RED TOADSTOOL LED NIGHT LIGHT",5,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,8.25,Sales
583,536412,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
584,536412,21739,"COSY SLIPPER SHOES SMALL GREEN",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
585,536412,21738,"COSY SLIPPER SHOES SMALL  RED ",5,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,14.75,Sales
586,536412,22271,"FELTCRAFT DOLL ROSIE",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
587,536412,22273,"FELTCRAFT DOLL MOLLY",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
588,536412,22274,"FELTCRAFT DOLL EMILY",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
589,536412,22749,"FELTCRAFT PRINCESS CHARLOTTE DOLL",1,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,3.75,Sales
590,536412,22751,"FELTCRAFT PRINCESS OLIVIA DOLL",2,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,7.5,Sales
591,536412,21034,"REX CASH+CARRY JUMBO SHOPPER",1,"12/1/2010 11:49",0.95,17920,"United Kingdom",£,0.95,Sales
592,536412,22273,"FELTCRAFT DOLL MOLLY",2,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,5.9,Sales
593,536412,22568,"FELTCRAFT CUSHION OWL",3,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,11.25,Sales
594,536412,22141,"CHRISTMAS CRAFT TREE TOP ANGEL",1,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,2.1,Sales
595,536412,22144,"CHRISTMAS CRAFT LITTLE FRIENDS",1,"12/1/2010 11:49",2.1,17920,"United Kingdom",£,2.1,Sales
596,536412,22570,"FELTCRAFT CUSHION RABBIT",3,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,11.25,Sales
597,536412,22569,"FELTCRAFT CUSHION BUTTERFLY",2,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,7.5,Sales
598,536412,21448,"12 DAISY PEGS IN WOOD BOX",1,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,1.65,Sales
599,536412,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",1,"12/1/2010 11:49",2.95,17920,"United Kingdom",£,2.95,Sales
600,536412,22569,"FELTCRAFT CUSHION BUTTERFLY",2,"12/1/2010 11:49",3.75,17920,"United Kingdom",£,7.5,Sales
601,536412,21448,"12 DAISY PEGS IN WOOD BOX",2,"12/1/2010 11:49",1.65,17920,"United Kingdom",£,3.3,Sales
602,536412,22968,"ROSE COTTAGE KEEPSAKE BOX ",4,"12/1/2010 11:49",9.95,17920,"United Kingdom",£,39.8,Sales
